18.0,8,14,-1.5329317518474819,20.693,[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
18.0,10,24,-0.030587095829206247,22.265,[2.0, 1.0, 0.0, 0.0, 0.0, 0.0]
18.0,10,23,-0.9397394789579165,28.331,[0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
20.0,13,33,-3.607387687188022,34.87,[0.0, 0.0, 2.0, 0.0, 0.0, 0.0]
20.0,13,30,-2.6603861003861007,27.339,[1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
20.0,10,21,-2.0851358024691367,22.346,[0.0, 0.0, 0.0, 4.0, 0.0, 0.0]
20.0,10,22,-0.024395093681047093,12.797,[4.0, 0.0, 0.0, 0.0, 0.0, 0.0]
20.0,15,37,-0.303742314287199,40.921,[2.0, 1.0, 0.0, 0.0, 0.0, 0.0]
15.0,9,18,-1.7321540062434975,7.427,[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
15.0,11,32,-3.47386161936201,34.117,[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
15.0,9,17,-0.1080000000000001,5.252,[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]
15.0,10,20,-0.4911296605453535,12.923,[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
15.0,10,22,-2.6495625812039854,18.228,[2.0, 0.0, 0.0, 1.0, 0.0, 0.0]
15.0,8,16,-6.211048663468131,8.953,[2.0, 0.0, 0.0, 1.0, 0.0, 0.0]
15.0,10,19,-1.1670707121689785,18.267,[1.0, 0.0, 0.0, 2.0, 0.0, 0.0]
